Coursename,CRN,Department,CourseID,Section,Level,Credits,Prerequisites,timeslot,Day,Location,,,Term,Roomtype,Instructor,Capacity
Composition II,91742,ENG,102,4,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Sheldon Hall 336,Sheldon Hall ,336,Fall2017,Lecture,Robert M  Early,30
Composition II,91430,ENG,102,5,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Marano Campus Center 256,Marano Campus Center ,256,Fall2017,Lecture,Elizabeth Briande  Bishop,30
Composition II,91407,ENG,102,6,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Sheldon Hall 328,Sheldon Hall ,328,Fall2017,Lecture,Anthony J  Caputa,30
Composition II,91414,ENG,102,7,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Marano Campus Center 306,Marano Campus Center ,306,Fall2017,Lecture,Kenneth S  Nichols,30
Composition II,91429,ENG,102,1,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Sheldon Hall 336,Sheldon Hall ,336,Fall2017,Lecture,Katherine B  Stout,30
Composition II,91420,ENG,102,2,Undergraduate ,3,,3:00 pm - 3:55 pm,MWF,Marano Campus Center 322,Marano Campus Center ,322,Fall2017,Lecture,Robert M  Early,30
Composition II,91433,ENG,102,3,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Marano Campus Center 231,Marano Campus Center ,231,Fall2017,Lecture,Melissa Ruth  Webb,30
Composition II,91740,ENG,102,4,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Park Hall 314,Park Hall ,314,Fall2017,Lecture,Jeremy Charles  Magnan,30
Composition II,91411,ENG,102,5,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Park Hall 211,Park Hall ,211,Fall2017,Lecture,Timothy W  McCoy,30
Composition II,91434,ENG,102,6,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Mahar Hall 314,Mahar Hall ,314,Fall2017,Lecture,Christopher S  Citro,30
Composition II,91412,ENG,102,7,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Park Hall 304,Park Hall ,304,Fall2017,Lecture,Diane Marie  Zeller,30
Composition II,91416,ENG,102,1,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Marano Campus Center 322,Marano Campus Center ,322,Fall2017,Lecture,Jessie Rose  Moore,30
Composition II,91425,ENG,102,2,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Mahar Hall 314,Mahar Hall ,314,Fall2017,Lecture,Christopher S  Citro,30
Composition II LC,91739,ENG,102,3,Undergraduate ,3,,9:35 am - 10:55 am,TR,Marano Campus Center 223,Marano Campus Center ,223,Fall2017,Lecture,Melissa Ruth  Webb,30
Composition II,91741,ENG,102,4,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Marano Campus Center 258,Marano Campus Center ,258,Fall2017,Lecture,Amanda Rae  Trainham,30
Composition II,91426,ENG,102,5,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Marano Campus Center 208,Marano Campus Center ,208,Fall2017,Lecture,Patrick   Murphy,30
Composition II-International,92153,ENG,102,6,Undergraduate ,3,,9:35 am - 10:55 am,TR,Sheldon Hall 326,Sheldon Hall ,326,Fall2017,Lecture,Gurdeep   Skolnik,30
Composition II,91737,ENG,102,7,Undergraduate ,3,,8:00 am - 8:55 am,MWF,Marano Campus Center 306,Marano Campus Center ,306,Fall2017,Lecture,Thomas   Bertonneau,30
Composition II,91833,ENG,102,1,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Hewitt Union 228C,Hewitt Union ,228C,Fall2017,Lecture,Mary A  Hess,30
CompositionII-CSS major,91431,ENG,102,2,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Marano Campus Center 322,Marano Campus Center ,322,Fall2017,Lecture,Jessie Rose  Moore,30
Composition II,91736,ENG,102,3,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Hewitt Union 228C,Hewitt Union ,228C,Fall2017,Lecture,William T.  Brangan,30
Adv. Listening Comprehension,93064,ENG,103,4,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Marano Campus Center 210,Marano Campus Center ,210,Fall2017,Lecture,Gurdeep   Skolnik,30
Advanced Reading-International,91867,ENG,104,5,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Sheldon Hall 326,Sheldon Hall ,326,Fall2017,Lecture,Gurdeep   Skolnik,30
Advanced Spoken English,93874,ENG,105,6,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Park Hall 304,Park Hall ,304,Fall2017,Lecture,Justin Denniston  Warkentin,30
Writing About Literature,91858,ENG,204,7,Undergraduate ,3,,9:35 am - 10:55 am,TR,Marano Campus Center 208,Marano Campus Center ,208,Fall2017,Lecture,Manori N  Jayawardane,30
Writing About Literature,91729,ENG,204,1,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Marano Campus Center 322,Marano Campus Center ,322,Fall2017,Lecture,Maureen F  Curtin,30
Writing About Literature,90167,ENG,204,2,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Marano Campus Center 322,Marano Campus Center ,322,Fall2017,Lecture,Robert M  Early,30
Writing About Literature,90821,ENG,204,3,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Marano Campus Center 231,Marano Campus Center ,231,Fall2017,Lecture,Karol   Cooper,30
Writing About LiteratureLC,90958,ENG,204,4,Undergraduate ,3,,9:35 am - 10:55 am,TR,Marano Campus Center 211,Marano Campus Center ,211,Fall2017,Lecture,Michael   Raicht,30
Western Heritage I-Lit,93738,ENG,210,5,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Marano Campus Center 211,Marano Campus Center ,211,Fall2017,Lecture,Thomas   Bertonneau,30
Modern Culture & Media,90168,ENG,220,6,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Marano Campus Center 306,Marano Campus Center ,306,Fall2017,Lecture,Mary A  Hess,30
Modern Culture & Media,90994,ENG,220,7,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Marano Campus Center 306,Marano Campus Center ,306,Fall2017,Lecture,Fiona   Coll,30
Amer Lit/Begin-Civ War,91112,ENG,235,1,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Marano Campus Center 323,Marano Campus Center ,323,Fall2017,Lecture,Douglas A  Guerra,30
Ethnicity & Cul Diff in Lit,91733,ENG,237,2,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Marano Campus Center 306,Marano Campus Center ,306,Fall2017,Lecture,Roberta   Hurtado,30
Sophomore Seminar-Genre,91476,ENG,265,3,Undergraduate ,3,,9:35 am - 10:55 am,TR,Marano Campus Center 231,Marano Campus Center ,231,Fall2017,Seminar,Karol   Cooper,30
Sophomore Seminar-Genre,92940,ENG,265,4,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Park Hall 211,Park Hall ,211,Fall2017,Seminar,Adin   Lears,30
Practical English Grammar,90169,ENG,271,5,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Marano Campus Center 211,Marano Campus Center ,211,Fall2017,Lecture,Michael   Murphy,30
Int Cinema/Screen,90841,ENG,286,6,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Marano Campus Center 323,Marano Campus Center ,323,Fall2017,Lecture,Amy   Shore,30
Intro Cinema/Screen StudiesLC,91734,ENG,286,7,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Lanigan Hall 106A,Lanigan Hall ,106A,Fall2017,Lecture,Joshua   Adams,30
Literary Criticism,91749,ENG,304,1,Undergraduate ,3,,6:00 pm - 9:00 pm,W,Marano Campus Center 208,Marano Campus Center ,208,Fall2017,Lecture,Patrick   Murphy,30
Literary Criticism,90765,ENG,304,2,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Marano Campus Center 210,Marano Campus Center ,210,Fall2017,Lecture,Maureen F  Curtin,30
Literary Criticism,90766,ENG,304,3,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Marano Campus Center 306,Marano Campus Center ,306,Fall2017,Lecture,Thomas   Bertonneau,30
Shakespeare- An Introduction,90170,ENG,319,4,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Marano Campus Center 225,Marano Campus Center ,225,Fall2017,Lecture,Patrick   Murphy,30
19thC English Novel,93739,ENG,322,5,Undergraduate ,3,,9:35 am - 10:55 am,TR,Marano Campus Center 306,Marano Campus Center ,306,Fall2017,Lecture,Fiona   Coll,30
Tolkien,93764,ENG,329,6,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Park Hall 204,Park Hall ,204,Fall2017,Lecture,Cher   Holt-Fortin,30
20thC American Novel,92067,ENG,343,7,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Marano Campus Center 306,Marano Campus Center ,306,Fall2017,Lecture,Roberta   Hurtado,30
Amer Poetry Since 1945,90995,ENG,351,1,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Marano Campus Center 225,Marano Campus Center ,225,Fall2017,Lecture,Laura   Donnelly,30
LGC:Nat Cin N. Africa Lit Glob,93747,ENG,360,2,Undergraduate ,3,,3:00 pm - 4:20 pm,W,Marano Campus Center 211,Marano Campus Center ,211,Fall2017,Lecture,Bennet   Schaber,30
Literature in Global Context,90171,ENG,360,3,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Marano Campus Center 306,Marano Campus Center ,306,Fall2017,Lecture,Manori N  Jayawardane,30
Genre,History,Theory,,4,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Marano Campus Center 306,Marano Campus Center ,306,Fall2017,Lecture,Douglas A  Guerra,30
Junior Seminar: Author,90925,ENG,365,5,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Marano Campus Center 256,Marano Campus Center ,256,Fall2017,Seminar,Douglas A  Guerra,30
Women In Literature,92937,ENG,370,6,Undergraduate ,3,,9:35 am - 10:55 am,TR,Marano Campus Center 225,Marano Campus Center ,225,Fall2017,Lecture,Maureen F  Curtin,30
Theories of Language,91118,ENG,373,7,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Marano Campus Center 323,Marano Campus Center ,323,Fall2017,Lecture,Adin   Lears,30
Hist & Devel English Lang,91777,ENG,374,1,Undergraduate ,3,,9:35 am - 10:55 am,TR,Marano Campus Center 323,Marano Campus Center ,323,Fall2017,Lecture,Adin   Lears,30
Literature for Young Adults,93800,ENG,384,2,Undergraduate ,3,,3:55 pm - 6:55 pm,T,Park Hall 206,Park Hall ,206,Fall2017,Lecture,Sharon G  Kane,30
Children's Literature,90172,ENG,385,3,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Marano Campus Center 242,Marano Campus Center ,242,Fall2017,Lecture,Jean   Troy-Smith,30
The Cinema,90173,ENG,386,4,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Marano Campus Center 211,Marano Campus Center ,211,Fall2017,Lecture,Bennet   Schaber,30
Vision & Textuality,91732,ENG,387,5,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Marano Campus Center 306,Marano Campus Center ,306,Fall2017,Lecture,Roberta   Hurtado,30
Film Genre with lab,90174,ENG,388,6,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Marano Campus Center 323,Marano Campus Center ,323,Fall2017,Lecture,Tiffany L  Deater,30
Images of Native AM in Film,92941,ENG,390,7,Undergraduate ,3,,6:00 pm - 9:00 pm,R,Lanigan Hall 107,Lanigan Hall ,107,Fall2017,Recitation or Discussion,Tiffany L  Deater,30
ST: Documentary Traditions,92944,ENG,395,1,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Marano Campus Center 223,Marano Campus Center ,223,Fall2017,Lecture,Amy   Shore,30
Seminar In Adv Literary Study,92065,ENG,465,2,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Marano Campus Center 208,Marano Campus Center ,208,Fall2017,Seminar,Manori N  Jayawardane,30
Words in the World,91424,ENG,485,3,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Marano Campus Center 323,Marano Campus Center ,323,Fall2017,Lecture,Michael   Murphy,30
Theories of Teaching Compositn,92369,ENG,502,4,Graduate ,3,,6:00 pm - 8:40 pm,W,Marano Campus Center 322,Marano Campus Center ,322,Fall2017,Lecture,Robert M  Early,30
19th Century English Novel,93740,ENG,522,5,Graduate ,3,,9:35 am - 10:55 am,TR,Marano Campus Center 306,Marano Campus Center ,306,Fall2017,Recitation or Discussion,Fiona   Coll,30
Amer Poetry Since 1945,90996,ENG,551,6,Graduate ,3,,12:40 pm - 1:35 pm,MWF,Marano Campus Center 225,Marano Campus Center ,225,Fall2017,Lecture,Laura   Donnelly,30
Corporate Finance,91191,FIN,325,7,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Rich Hall 223,Rich Hall ,223,Fall2017,Lecture,Graig   Arcuri,30
Corporate Finance,90058,FIN,325,,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Rich Hall 223,Rich Hall ,223,Fall2017,Lecture,Hong   Wan,30
Corporate Finance,90059,FIN,325,1,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Rich Hall 320,Rich Hall ,320,Fall2017,Lecture,Hong   Wan,30
Corporate Finance,90956,FIN,325,2,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Rich Hall 220,Rich Hall ,220,Fall2017,Lecture,Graig   Arcuri,30
Corporate Finance,92640,FIN,325,3,Undergraduate ,3,,6:10 pm - 7:35 pm,MW,Rich Hall 323,Rich Hall ,323,Fall2017,Lecture,Graig   Arcuri,30
Corporate Finance,91684,FIN,325,4,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Rich Hall 223,Rich Hall ,223,Fall2017,Lecture,Graig   Arcuri,30
Financial Statement Analysis,91449,FIN,340,5,Undergraduate ,3,,6:00 pm - 7:20 pm,TR,Rich Hall 320,Rich Hall ,320,Fall2017,Lecture,Mary Tone  Rodgers,30
Financial Statement Analysis,92641,FIN,340,6,Undergraduate ,3,,7:35 pm - 8:55 pm,TR,Rich Hall 320,Rich Hall ,320,Fall2017,Lecture,Mary Tone  Rodgers,30
Investments,91014,FIN,354,7,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Rich Hall 319,Rich Hall ,319,Fall2017,Lecture,Eric   Tsai,30
Elementary French,91124,FRE,101,1,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Marano Campus Center 242,Marano Campus Center ,242,Fall2017,Lecture,Lenuta   Giukin,30
Elementary French,91473,FRE,101,2,Undergraduate ,3,,4:10 pm - 5:30 pm,MW,Marano Campus Center 231,Marano Campus Center ,231,Fall2017,Lecture,Stewart   Smith,30
Elementary French,91704,FRE,101,3,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Marano Campus Center 142,Marano Campus Center ,142,Fall2017,Lecture,Stewart   Smith,30
Continuing Elementary French,91474,FRE,102,4,Undergraduate ,3,,8:00 am - 8:55 am,MWF,Marano Campus Center 142,Marano Campus Center ,142,Fall2017,Lecture,Susan   Bertonneau,30
Continuing Elementary French,91840,FRE,102,5,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Marano Campus Center 225,Marano Campus Center ,225,Fall2017,Lecture,Allen   Stagl,30
Fund of Administration,91626.71397,EAD,275.1703181,6,Graduate ,3,,4:30 pm - 10:00 pm,M,Palmyra-Macedon CSD ,Palmyra-Macedon CSD ,,Fall2017,Lecture,Danielle M  Dehm,30
Intro. to Geography,91627.15206,GEG,275.1091388,7,Undergraduate ,3,,6:15 pm - 9:00 pm,R,Mahar Hall 310,Mahar Hall ,310,Fall2017,Lecture,Amy   D'Angelo,30
Intermediate French,90291,FRE,201,1,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Marano Campus Center 142,Marano Campus Center ,142,Fall2017,Lecture,Susan   Bertonneau,30
Continuing Intermediate French,90819,FRE,202,2,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Marano Campus Center 242,Marano Campus Center ,242,Fall2017,Lecture,Lenuta   Giukin,30
Advanced French B,93541,FRE,302,3,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Marano Campus Center 242,Marano Campus Center ,242,Fall2017,Lecture,Susan   Bertonneau,30
French Lang/Culture Film,93771,FRE,315,4,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Marano Campus Center 242,Marano Campus Center ,242,Fall2017,Lecture,Lenuta   Giukin,30
Teaching Anthropology,93546,ANT,302,5,Undergraduate ,3,,TBA,TBA,TBA,TBA,,Fall2017,Tutorial,Kathleen A  Blake,30
Sociolinguistics,93547,ANT,345,6,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Jing   Lei,30
Peoples&Cultr of China,91956,ANT,372,7,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Jing   Lei,30
Digital Health,93708,BHI,505,1,Graduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Muhammad Nafees   Qamar,30
Graduate Internship in BHI,93703,BHI,698,2,Graduate ,3,,TBA,TBA,TBA,TBA,,Fall2017,Internship,Isabelle   Bichindaritz,30
Graduate Internship in BHI,93709,BHI,698,3,Graduate ,3,,TBA,TBA,Off Campus ,Off Campus ,,Fall2017,Internship,Unassigned   Staff,30
Project in BHI,92882,BHI,699,4,Graduate ,3,,TBA,TBA,TBA,TBA,,Fall2017,Activity,Isabelle   Bichindaritz,30
Project in BHI,93201,BHI,699,5,Graduate ,3,,TBA,TBA,TBA,TBA,,Fall2017,Activity,Unassigned   Staff,30
Media Economics,93602,BRC,301,6,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Jason Matthew  Becker,30
Post Production and Editing,93613,BRC,315,7,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Marybeth   Longo,30
Mass Media and the Law,93625,BRC,319,1,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Jason   Zenor,30
Chemistry & Public Concern,93643,CHE,209,2,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Fehmi   Damkaci,30
Interperson COM inOrganization,93623,COM,562,3,Graduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Katherine   Thweatt,30
Strategic COM Thesis/ApProject,93302,COM,590,4,Graduate ,3,,TBA,TBA,TBA,TBA,,Fall2017,Lecture,Katherine   Thweatt,30
Prof.Orient/Ethics MH Counsel,90187,CPS,509,5,Graduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Tiphanie   Gonzalez,30
Research Methods in HS/CC,91446,CPS,596,6,Graduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Tiphanie   Gonzalez,30
BUS Info System&Computing Tool,90823,CSC,102,7,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Michael L  Smith,30
Corporate Finance,90061,FIN,325,1,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Hong   Wan,30
Investments,91810,FIN,354,2,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Eric   Tsai,30
Freshmen Colloquium,91203,ART,111,3,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Lanigan Hall 105,Lanigan Hall ,105,Fall2017,Studio,Richard   Metzgar,30
Transfer Student Colloquim,91209,ART,311,4,Undergraduate ,3,,12:40 pm - 1:35 pm,MW,Lanigan Hall 104,Lanigan Hall ,104,Fall2017,Studio,Kelly L  Roe,30
Strat Instr in the Disciplines,92380,EDU,104,5,Undergraduate ,3,,11:10 am - 12:05 pm,TR,Sheldon Hall 337,Sheldon Hall ,337,Fall2017,Lecture,Alicia R  King,30
Strat Instr in the Disciplines,92599,EDU,104,6,Undergraduate ,3,,1:50 pm - 2:45 pm,MW,Mahar Hall 309,Mahar Hall ,309,Fall2017,Lecture,Allison R  Peer,30
History of Graphic Design,90554,ART,365,7,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Mahar Hall 201,Mahar Hall ,201,Fall2017,Lecture,Cynthia A  Clabough,30
Integrated Childhood Methods,90125,CED,394,1,Undergraduate ,3,,8:00 am - 5:00 pm,TR,Off Campus ,Off Campus ,,Fall2017,Lecture,Lorraine Middleton  Malecki,30
Fund of Administration,92163,EAD,601,2,Graduate ,3,,4:30 pm - 9:45 pm,W,Sonata 129,Sonata ,129,Fall2017,Lecture,Linda Rae  Markert,30
Intro to Play Therapy,91390,CPS,592,3,Graduate ,3,,9:00 am - 12:30 pm,R,Mahar Hall 107,Mahar Hall ,107,Fall2017,Lecture,Jodi Ann  Mullen,30
Field Experience A,92861,CED,543,4,Graduate ,3,,9:00 am - 4:00 pm,W,Off Campus ,Off Campus ,,Fall2017,Tutorial,Doreen L  Mazzye,30
Integ  Lang Arts/SocSt Methods,92862,CED,542,5,Graduate ,3,,9:00 am - 1:00 pm,W,Sonata 107,Sonata ,107,Fall2017,Lecture,Doreen L  Mazzye,30
CS World Broadcastng: Cuba,93608,BRC,370,6,Undergraduate ,3,,3:00 pm - 5:25 pm,W,Mahar Hall 208,Mahar Hall ,208,Fall2017,Lecture,Eileen N  Gilligan,30
Strat Instr in the Disciplines,92381,EDU,104,7,Undergraduate ,3,,11:10 am - 12:05 pm,TR,Sheldon Hall 337,Sheldon Hall ,337,Fall2017,Lecture,Alicia R  King,30
Strat Instr in the Disciplines,92600,EDU,104,1,Undergraduate ,3,,1:50 pm - 2:45 pm,MW,Mahar Hall 309,Mahar Hall ,309,Fall2017,Lecture,Allison R  Peer,30
Cross Cultural Student Teach,90100,ADO,421,2,Undergraduate ,3,,TBA,MTWRF,Off Campus ,Off Campus ,,Fall2017,Student Teaching,Virginia H  Sobota,30
CrossCulturalStudentTeaching,90122,CED,421,3,Undergraduate ,3,,TBA,TBA,Off Campus ,Off Campus ,,Fall2017,Student Teaching,Unassigned   Staff,30
Clinical Consult Play Therapy,91816,CPS,603,4,Graduate ,3,,9:00 am - 3:15 pm,S,Mahar Hall 104,Mahar Hall ,104,Fall2017,Seminar,Ashley Elizabeth-Ann  Lawton Converse,30
Student Teaching,90099,ADO,420,5,Undergraduate ,3,,TBA,MTWRF,Off Campus ,Off Campus ,,Fall2017,Student Teaching,Unassigned   Staff,30
Student Teaching Grades 7-12A,93735,ADO,595,6,Graduate ,3,,TBA,TBA,Off Campus ,Off Campus ,,Fall2017,Student Teaching,Edward Joseph  Nyman,30
Childhood Student Teaching,90121,CED,420,7,Undergraduate ,3,,TBA,MTWRF,Off Campus ,Off Campus ,,Fall2017,Student Teaching,Unassigned   Staff,30
Internship: School Counseling,91748,CPS,618,1,Graduate ,3,,5:30 pm - 8:30 pm,R,Sonata 103,Sonata ,103,Fall2017,Internship,Sean   Finnerty,30
Internship: School Counseling,92119,CPS,618,2,Graduate ,3,,5:30 pm - 8:30 pm,R,Sonata 103,Sonata ,103,Fall2017,Internship,Sean   Finnerty,30
Supervsn- Improvment of Inst,93001,EAD,641,3,Graduate ,3,,4:30 pm - 10:00 pm,M,Palmyra-Macedon CSD ,Palmyra-Macedon CSD ,,Fall2017,Lecture,Angela   Perrotto,30
Supervsn- Improvment of Inst,93000,EAD,641,4,Graduate ,3,,4:30 pm - 10:00 pm,W,Sonata 107,Sonata ,107,Fall2017,Lecture,Angela   Perrotto,30
Supervsn- Improvment of Inst,93002,EAD,641,5,Graduate ,3,,4:30 pm - 10:00 pm,W,Cambria,Cambria,,Fall2017,Lecture,Tamara   Lipke,30
Internship in School Psych,92118,CPS,617,6,Graduate ,3,,9:00 am - 12:00 pm,F,Mahar Hall 103,Mahar Hall ,103,Fall2017,Paid Internship,James L  McDougal,30
DASA Training,93011,DASA,1020,7,"Undergraduate, Non-matric undergraduate, Non-matric graduate, Graduate ",3,,8:30 am - 3:30 pm,S,Marano Campus Center 211,Marano Campus Center ,211,Fall2017,Lecture,Carlo   Cuccaro,30
