Coursename,CRN,Department,CourseID,Section,Level,Credits,Prerequisites,timeslot,Day,Location,,,Term,Roomtype,Instructor,Capacity
BUS Info System&Computing Tool,91674,CSC,102,5,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Shineman Center ,174,Fall2016,Distance Learning,Michael L  Smith,30
Comp Tools/Info Lit for EDU,90992,CSC,103,6,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Shineman Center 174,Shineman Center ,448,Fall2016,Lecture,William C  Bosch,30
Comp Tools/Info Lit for EDU,90993,CSC,103,7,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Shineman Center 448,Shineman Center ,448,Fall2016,Lecture,David Paul  Parisian,30
Comp Tools/Info Lit for EDU,90991,CSC,103,1,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Shineman Center 448,Shineman Center ,448,Fall2016,Lecture,David Paul  Parisian,30
Int To Prog & Prog Language,90483,CSC,120,2,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Shineman Center 448,Park Hall ,315,Fall2016,Lecture,Michael L  Smith,30
Principles Of Programming,90485,CSC,212,3,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Park Hall 315,Shineman Center ,444,Fall2016,Lecture,Bastian   Tenbergen,30
Principles Of Programming,91282,CSC,212,4,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Shineman Center 444,Shineman Center ,446,Fall2016,Lecture,Mohammad   Mohammadi,30
Principles Of Programming Lab,91131,CSC,212,5,Undergraduate ,3,,1:50 pm - 2:45 pm,W,Shineman Center 446,Shineman Center ,446,Fall2016,Laboratory,Mohammad   Mohammadi,30
Principles Of Programming-LAB,91370,CSC,212,6,Undergraduate ,3,,3:00 pm - 3:55 pm,W,Shineman Center 446,Shineman Center ,446,Fall2016,Laboratory,Douglas   Lea,30
Principles Of Programming-Lab,90490,CSC,212,7,Undergraduate ,3,,4:10 pm - 5:05 pm,W,Shineman Center 446,Shineman Center ,446,Fall2016,Laboratory,Douglas   Lea,30
Principles Of Programming Lab,91126,CSC,212,1,Undergraduate ,3,,8:00 am - 8:55 am,R,Shineman Center 446,Shineman Center ,446,Fall2016,Laboratory,James P  Early,30
Principles Of Programming LAB,92877,CSC,212,2,Undergraduate ,3,,3:55 pm - 4:50 pm,R,Shineman Center 446,Shineman Center ,446,Fall2016,Laboratory,David   Vampola,30
Principles Of Programming-Lab,90489,CSC,212,3,Undergraduate ,3,,11:10 am - 12:05 pm,R,Shineman Center 446,Shineman Center ,446,Fall2016,Laboratory,Aleksandar V  Pantaleev,30
Principles Of Programming-Lab,90493,CSC,212,4,Undergraduate ,3,,12:45 pm - 1:40 pm,R,Shineman Center 446,Shineman Center ,446,Fall2016,Laboratory,Bastian   Tenbergen,30
Principles Of Programming-Lab,90702,CSC,212,5,Undergraduate ,3,,9:35 am - 10:30 am,R,Shineman Center 446,Shineman Center ,446,Fall2016,Laboratory,James P  Early,30
Principles Of Programming-Lab,90487,CSC,212,6,Undergraduate ,3,,2:20 pm - 3:15 pm,R,Shineman Center 446,Shineman Center ,174,Fall2016,Laboratory,Christopher   Harris,30
Foundation Of Computer Science,90494,CSC,221,7,Undergraduate ,3,,9:35 am - 10:55 am,TR,Shineman Center 174,Shineman Center ,175,Fall2016,Lecture,Elaine   Wenderholm,30
Foundation Of Computer Science,91942,CSC,221,1,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Shineman Center 175,Shineman Center ,406,Fall2016,Lecture,Elaine   Wenderholm,30
Computer Orgnztn & Programming,93068,CSC,222,2,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Shineman Center 406,Shineman Center ,444,Fall2016,Lecture,Mario   Bkassiny,30
Abstract Data Types&Prog Meth,90496,CSC,241,3,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Shineman Center 444,Shineman Center ,444,Fall2016,Lecture,Craig   Graci,30
Abstract Data Types&Prog Meth,91756,CSC,241,4,Undergraduate ,3,,8:00 am - 8:55 am,MWF,Shineman Center 444,Shineman Center ,444,Fall2016,Lecture,James P  Early,30
Abstract Data Types&Prog Meth,92846,CSC,241,5,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Shineman Center 444,Shineman Center ,172,Fall2016,Lecture,James P  Early,30
Systems Programming,91132,CSC,322,6,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Shineman Center 172,Shineman Center ,185,Fall2016,Lecture,Aleksandar V  Pantaleev,30
Cryptology,92881,CSC,332,7,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Shineman Center 185,Shineman Center ,172,Fall2016,Lecture,Elizabeth   Wilcox,30
Programming Languages,91367,CSC,344,1,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Shineman Center 172,Shineman Center ,122,Fall2016,Lecture,Randolph   Odendahl,30
Data Structures & File Process,91134,CSC,365,2,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Shineman Center 122,Shineman Center ,444,Fall2016,Lecture,Elaine   Wenderholm,30
Parallel Computing,91939,CSC,375,3,Undergraduate ,3,,9:35 am - 10:55 am,TR,Shineman Center 444,Shineman Center ,172,Fall2016,Lecture,Douglas   Lea,30
Software Engineering,90500,CSC,380,4,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Shineman Center 172,Shineman Center ,444,Fall2016,Lecture,James P  Early,30
Software Quality,91728,CSC,385,5,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Shineman Center 444,Shineman Center ,448,Fall2016,Lecture,Bastian   Tenbergen,30
Teaching Computing,90502,CSC,390,6,Undergraduate ,3,,3:00 pm - 5:40 pm,F,Shineman Center 448,Shineman Center ,444,Fall2016,Lecture,James   Patridge,30
Artificl Intell Prog Lang,92782,CSC,416,7,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Shineman Center 444,Shineman Center ,444,Fall2016,Lecture,Craig   Graci,30
Graphical User Interfaces,92781,CSC,420,1,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Shineman Center 444,Lanigan Hall ,105,Fall2016,Lecture,Aleksandar V  Pantaleev,30
TCG: HCI Gaming,92876,CSC,430,2,Undergraduate ,3,,9:35 am - 10:55 am,TR,Lanigan Hall 105,Shineman Center ,444,Fall2016,Lecture,Damian   Schofield,30
Compiler Construction,92880,CSC,444,3,Undergraduate ,3,,8:00 am - 9:20 am,TR,Shineman Center 444,Shineman Center ,444,Fall2016,Lecture,Douglas   Lea,30
Software Engineering Sem:I,91125,CSC,495,4,Undergraduate ,3,,3:00 pm - 3:55 pm,MWF,Shineman Center 444,Park Hall ,212,Fall2016,Seminar,Bastian   Tenbergen,30
Intro to Cinema Production,91410,CSS,235,5,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Park Hall 212,Marano Campus Center ,322,Fall2016,Lecture,Joshua   Adams,30
Intermediate Cinema Production,91115,CSS,335,6,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Marano Campus Center 322,Marano Campus Center ,258,Fall2016,Lecture,Jacob A  Dodd,30
Motion Picture Editing,93248,CSS,337,7,Undergraduate ,3,,9:35 am - 10:55 am,TR,Marano Campus Center 258,Park Hall ,315,Fall2016,Studio,Jacob A  Dodd,30
Film Practicum,91522,CSS,391,1,Undergraduate ,3,,3:00 pm - 6:00 pm,W,Park Hall 315,Park Hall ,315,Fall2016,Practicum,Joshua   Adams,30
T:Directing,91812,CSS,395,2,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Park Hall 315,Marano Campus Center ,306,Fall2016,Lecture,Joshua   Adams,30
ST:Shakespeare and Film,92943,CSS,395,3,Undergraduate ,3,,6:00 pm - 9:00 pm,T,Marano Campus Center 306,Park Hall ,206,Fall2016,Lecture,Patrick   Murphy,30
ST:Black American Cinema,92946,CSS,395,4,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Park Hall 206,Marano Campus Center ,322,Fall2016,Lecture,Amy   Shore,30
Experimental Filmmaking,92061,CSS,485,5,Undergraduate ,3,,3:00 pm - 6:00 pm,M,Marano Campus Center 322,Lee Hall ,300,Fall2016,Studio,Jacob A  Dodd,30
Modern Dance I,90001,DNC,201,6,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Lee Hall 300,Lee Hall ,302,Fall2016,Activity,Cheryl   Wilkins-Mitchell,30
Jazz Dance I,92991,DNC,204,7,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Lee Hall 302,Lee Hall ,300,Fall2016,Activity,Cheryl   Wilkins-Mitchell,30
Beginning Ballet Technique,92987,DNC,210,1,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Lee Hall 300,Cambria ,,Fall2016,Studio,Ligia R  Pinheiro,30
Fund of Administration,92999,EAD,601,2,Graduate ,3,,4:30 pm - 10:00 pm,T,Cambria ,Sonata ,129,Fall2016,Lecture,Tamara   Lipke,30
Fund of Administration,92163,EAD,601,3,Graduate ,3,,4:30 pm - 9:30 pm,W,Sonata 129,Off Campus ,,Fall2016,Lecture,Linda Rae  Markert,30
Superintendent Dev: Part C,90592,EAD,693,4,Graduate ,3,,TBA,TBA,Off Campus ,Off Campus ,,Fall2016,Seminar,Douglas   Hamlin,30
Superintendent Dev: Part C,91067,EAD,693,5,Graduate ,3,,TBA,TBA,Off Campus ,Off Campus ,,Fall2016,Seminar,Douglas   Hamlin,30
Internship-Build/District Lead,90593,EAD,695,6,Graduate ,3,,TBA,TBA,Off Campus ,Off Campus ,,Fall2016,Internship,Richard   Cavallaro,30
Internship-Build/District Lead,90594,EAD,695,7,Graduate ,3,,TBA,TBA,Off Campus ,Off Campus ,,Fall2016,Internship,Linda Rae  Markert,30
Internship-Build/District Lead,90595,EAD,695,,Graduate ,3,,TBA,TBA,Off Campus ,Off Campus ,,Fall2016,Internship,Cathleen J  Chamberlain,30
Internship-Build/District Lead,90596,EAD,695,1,Graduate ,3,,TBA,TBA,Off Campus ,Off Campus ,,Fall2016,Internship,Robert   McKeveny,30
Internship-Build/District Lead,90597,EAD,695,2,Graduate ,3,,TBA,TBA,Off Campus ,Off Campus ,,Fall2016,Internship,Lynne   Erdle,30
Internship-Build/District Lead,91763,EAD,695,3,Graduate ,3,,TBA,TBA,Off Campus ,Shineman Center ,406,Fall2016,Internship,Karen L.  Finter,30
Introduction to Engineering,92156,ECE,101,4,Undergraduate ,3,,9:35 am - 10:55 am,TR,Shineman Center 406,Shineman Center ,406,Fall2016,Lecture,Sungeun   Kim,30
Introduction to Engineering,91857,ECE,101,5,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Shineman Center 406,Shineman Center ,404,Fall2016,Lecture,Sungeun   Kim,30
Electric Circuits,91127,ECE,211,6,Undergraduate ,3,,9:10 am - 11:00 am,MWF,Shineman Center 404,Shineman Center ,404,Fall2016,Lecture,Adrian   Ieta,30
Electric Circuits,91991,ECE,211,7,Undergraduate ,3,,3:00 pm - 4:50 pm,MWF,Shineman Center 404,Shineman Center ,406,Fall2016,Lecture,Marianne   Hromalik,30
Digital Systems,91130,ECE,271,1,Undergraduate ,3,,10:20 am - 12:10 pm,MWF,Shineman Center 406,Shineman Center ,406,Fall2016,Lecture,Marianne   Hromalik,30
Digital Systems,92203,ECE,271,2,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Shineman Center 406,Marano Campus Center ,202,Fall2016,Lecture,Mario   Bkassiny,30
Power Circuits and Systems,91990,ECE,321,3,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Marano Campus Center 202,Shineman Center ,406,Fall2016,Lecture,Hui   Zhang,30
Electromagnetics,91992,ECE,344,4,Undergraduate ,3,,3:00 pm - 4:25 pm,MW,Shineman Center 406,Shineman Center ,406,Fall2016,Lecture,Sungeun   Kim,30
Control Systems,91672,ECE,365,5,Undergraduate ,3,,11:10 am - 1:55 pm,TR,Shineman Center 406,Shineman Center ,404,Fall2016,Studio,Hui   Zhang,30
Microprocessor Applications,93141,ECE,375,6,Undergraduate ,3,,8:00 am - 10:45 am,TR,Shineman Center 404,Shineman Center ,408,Fall2016,Studio,Rachid   Manseur,30
ECE Seminar,92138,ECE,401,7,Undergraduate ,3,,1:50 pm - 4:35 pm,F,Shineman Center 408,Shineman Center ,404,Fall2016,Seminar,Rachid   Manseur,30
Advanced Electronics,92825,ECE,416,1,Undergraduate ,3,,8:00 am - 8:55 am,MWF,Shineman Center 404,Shineman Center ,404,Fall2016,Studio,Adrian   Ieta,30
Advanced Electronics-Lab,92827,ECE,416,2,Undergraduate ,3,,2:20 pm - 5:05 pm,T,Shineman Center 404,Shineman Center ,408,Fall2016,Laboratory,Adrian   Ieta,30
Communications Systems,91986,ECE,454,3,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Shineman Center 408,Shineman Center ,408,Fall2016,Studio,Mario   Bkassiny,30
Communications Systems Lab,91987,ECE,454,4,Undergraduate ,3,,2:20 pm - 5:05 pm,R,Shineman Center 408,Lanigan Hall ,101,Fall2016,Laboratory,Mario   Bkassiny,30
Principles of Microeconomics,90201,ECO,101,5,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Lanigan Hall 101,Mahar Hall ,122,Fall2016,Lecture,John   Kane,30
Principles of Microeconomics,91530,ECO,101,6,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Mahar Hall 122,Mahar Hall ,220,Fall2016,Lecture,Mihai   Paraschiv,30
Principles of Microeconomics,91596,ECO,101,7,Undergraduate ,3,,8:00 am - 9:20 am,TR,Mahar Hall 220,Lanigan Hall ,102,Fall2016,Lecture,Glenn   Graham,30
Principles of Microeconomics,91555,ECO,101,1,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Lanigan Hall 102,Mahar Hall ,309,Fall2016,Lecture,Mihai   Paraschiv,30
Principles of Microeconomics,91905,ECO,101,2,Undergraduate ,3,,9:35 am - 10:55 am,TR,Mahar Hall 309,,"100% web, no face to face ",Fall2016,Lecture,Glenn   Graham,30
Principles of Microeco- COIL,90202,ECO,101,3,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Mahar Hall ,220,Fall2016,Distance Learning,John   Kane,30
Prin of Macroeconomics,91141,ECO,200,4,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Mahar Hall 220,Mahar Hall ,201,Fall2016,Lecture,Ghanshyam   Sharma,30
Prin of Macroeconomics,90203,ECO,200,5,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Mahar Hall 201,Mahar Hall ,220,Fall2016,Lecture,David R  Andrews,30
Prin of Macroeconomics,92803,ECO,200,6,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Mahar Hall 220,Mahar Hall ,220,Fall2016,Lecture,Ghanshyam   Sharma,30
Prin of Macroeconomics,91360,ECO,200,7,Undergraduate ,3,,3:00 pm - 4:25 pm,MW,Mahar Hall 220,Mahar Hall ,220,Fall2016,Lecture,Craig   Benedict,30
Prin of Macroeconomics,91362,ECO,200,1,Undergraduate ,3,,4:40 pm - 6:05 pm,MW,Mahar Hall 220,Mahar Hall ,208,Fall2016,Lecture,Craig   Benedict,30
Intermediate Macro Theory,91361,ECO,300,2,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Mahar Hall 208,Mahar Hall ,204,Fall2016,Lecture,Elizabeth A  Schmitt,30
Intermediate Micro Theory,90204,ECO,301,3,Undergraduate ,3,,4:40 pm - 6:05 pm,MW,Mahar Hall 204,,"100% web, no face to face ",Fall2016,Lecture,Said   Atri,30
Managerial Economics,90205,ECO,302,4,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Mahar Hall ,102,Fall2016,Distance Learning,Said   Atri,30
Am Economic Hist before 1900,90206,ECO,326,5,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Mahar Hall 102,Mahar Hall ,108,Fall2016,Lecture,Ranjit   Dighe,30
Economic Development,90734,ECO,330,6,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Mahar Hall 108,Mahar Hall ,217,Fall2016,Lecture,David R  Andrews,30
Economic Development,92802,ECO,330,7,Undergraduate ,3,,3:00 pm - 4:25 pm,MW,Mahar Hall 217,Mahar Hall ,220,Fall2016,Lecture,Kpoti Kemelio  Kitissou,30
Money And Banking,90207,ECO,340,1,Undergraduate ,3,,9:35 am - 10:55 am,TR,Mahar Hall 220,Mahar Hall ,220,Fall2016,Lecture,Ranjit   Dighe,30
Money And Banking,91140,ECO,340,2,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Mahar Hall 220,Mahar Hall ,220,Fall2016,Lecture,Elizabeth A  Schmitt,30
Money And Banking,91139,ECO,340,3,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Mahar Hall 220,Mahar Hall ,217,Fall2016,Lecture,Ranjit   Dighe,30
Money And Banking,91904,ECO,340,4,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Mahar Hall 217,,"100% web, no face to face ",Fall2016,Lecture,Craig   Benedict,30
Money And Banking,90208,ECO,340,5,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Mahar Hall ,220,Fall2016,Distance Learning,Elizabeth A  Schmitt,30
International Trade,91454,ECO,344,6,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Mahar Hall 220,Mahar Hall ,108,Fall2016,Lecture,Mihai   Paraschiv,30
Intro to Labor Economics,90209,ECO,350,7,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Mahar Hall 108,Mahar Hall ,108,Fall2016,Lecture,Kpoti Kemelio  Kitissou,30
Intro to Labor Economics,91597,ECO,350,1,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Mahar Hall 108,Sheldon Hall ,332,Fall2016,Lecture,Kpoti Kemelio  Kitissou,30
Strat CollegeLevelLearners,90559,EDU,101,2,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Sheldon Hall 332,Mahar Hall ,216,Fall2016,Lecture,Grace Ann  Maxon-Clarke,30
Strat CollegeLevelLearners,90555,EDU,101,3,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Mahar Hall 216,Marano Campus Center ,210,Fall2016,Lecture,Unassigned   Staff,30
Strat CollegeLevelLearners,90556,EDU,101,4,Undergraduate ,3,,3:00 pm - 3:55 pm,MWF,Marano Campus Center 210,Park Hall ,304,Fall2016,Lecture,Lakeisha   Armstrong,30
Strat CollegeLevelLearners,90557,EDU,101,5,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Park Hall 304,Sheldon Hall ,332,Fall2016,Lecture,Valerie Ann  Ledford,30
Strat CollegeLevelLearners,90558,EDU,101,6,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Sheldon Hall 332,Sheldon Hall ,332,Fall2016,Lecture,Grace Ann  Maxon-Clarke,30
Strat CollegeLevelLearners,92320,EDU,101,7,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Sheldon Hall 332,Park Hall ,211,Fall2016,Lecture,Travell   Scales,30
Strat CollegeLevelLearners,92321,EDU,101,1,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Park Hall 211,Mahar Hall ,104,Fall2016,Lecture,Valerie Ann  Ledford,30
Strat Instr in the Disciplines,92599,EDU,104,2,Undergraduate ,3,,10:20 am - 11:15 am,F,Mahar Hall 104,Mahar Hall ,106,Fall2016,Lecture,Lakeisha   Armstrong,30
Strat Instr in the Disciplines,92600,EDU,104,3,Undergraduate ,3,,12:40 pm - 1:35 pm,F,Mahar Hall 106,,"100% web, no face to face ",Fall2016,Lecture,Lakeisha   Armstrong,30
Comparative & International ED,92669,EDU,114,4,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Sheldon Hall ,336,Fall2016,Distance Learning,Namrata   Sharma,30
"Crit.Think.Schools,Homes, Comm",90950,EDU,200,5,Undergraduate ,3,,3:00 pm - 4:25 pm,MW,Sheldon Hall 336,Park Hall ,211,Fall2016,Lecture,Carolyn   McKeever,30
HIS of EDU in US since 1865,91236,EDU,210,6,Undergraduate ,3,,4:30 pm - 7:30 pm,R,Park Hall 211,Sheldon Hall ,326,Fall2016,Lecture,Bryon Kieth  Wilcox,30
HIS of EDU in US since 1865,91239,EDU,210,7,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Sheldon Hall 326,Park Hall ,206,Fall2016,Lecture,James C  Tschudy,30
HIS of EDU in US since 1865,92093,EDU,210,1,Undergraduate ,3,,4:30 pm - 7:30 pm,T,Park Hall 206,Sheldon Hall ,337,Fall2016,Lecture,Bryon Kieth  Wilcox,30
HIS of EDU in US since 1865,90968,EDU,210,2,Undergraduate ,3,,12:45 pm - 2:05 pm,MW,Sheldon Hall 337,Sheldon Hall ,337,Fall2016,Lecture,Joseph L.  Caruana,30
HIS of EDU in US since 1865,91032,EDU,210,3,Undergraduate ,3,,2:20 pm - 3:40 pm,MW,Sheldon Hall 337,Off Campus ,,Fall2016,Lecture,Joseph L.  Caruana,30
Elected Field Experience,90135,EDU,300,4,Undergraduate ,3,,TBA,TBA,Off Campus ,Off Campus ,,Fall2016,Activity,Marcia M  Burrell,30
Elected Field Experience,90136,EDU,300,5,Undergraduate ,3,,TBA,TBA,Off Campus ,Off Campus ,,Fall2016,Activity,Marcia M  Burrell,30
Elected Field Experience,90137,EDU,300,6,Undergraduate ,3,,TBA,TBA,Off Campus ,Sheldon Hall ,336,Fall2016,Activity,Marcia M  Burrell,30
"School,Pedagogy&Social Justice",90138,EDU,301,7,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Sheldon Hall 336,Sheldon Hall ,326,Fall2016,Lecture,Bonita   Hampton,30
"School,Pedagogy&Social Justice",90139,EDU,301,1,Undergraduate ,3,,4:30 pm - 7:30 pm,W,Sheldon Hall 326,Sheldon Hall ,336,Fall2016,Lecture,Roshmi M  Mishra,30
"School,Pedagogy&Social Justice",90877,EDU,301,2,Undergraduate ,3,,4:30 pm - 7:30 pm,M,Sheldon Hall 336,Sheldon Hall ,336,Fall2016,Lecture,Bonita   Hampton,30
"School,Pedagogy&Social Justice",90141,EDU,301,3,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Sheldon Hall 336,Sheldon Hall ,336,Fall2016,Lecture,Bonita   Hampton,30
"School,Pedagogy&Social Justice",90142,EDU,301,4,Undergraduate ,3,,9:35 am - 10:55 am,TR,Sheldon Hall 336,Off Campus ,,Fall2016,Lecture,Bonita   Hampton,30
Field Placement I,92857,EDU,303,5,Undergraduate ,3,,9:00 am - 11:00 am,F,Off Campus ,Off Campus ,,Fall2016,Activity,David Paul  Parisian,30
Field Placement I,90143,EDU,303,6,Undergraduate ,3,,11:00 am - 3:00 pm,R,Off Campus ,Off Campus ,,Fall2016,Activity,David Paul  Parisian,30
Field Placement I,90144,EDU,303,7,Undergraduate ,3,,8:00 am - 12:00 pm,M,Off Campus ,Off Campus ,,Fall2016,Activity,David Paul  Parisian,30
Field Placement I,90145,EDU,303,1,Undergraduate ,3,,8:00 am - 12:00 pm,T,Off Campus ,Off Campus ,,Fall2016,Activity,David Paul  Parisian,30
Field Placement I,90146,EDU,303,2,Undergraduate ,3,,11:00 am - 3:00 pm,T,Off Campus ,Off Campus ,,Fall2016,Activity,David Paul  Parisian,30
Field Placement I,90147,EDU,303,3,Undergraduate ,3,,8:00 am - 12:00 pm,W,Off Campus ,Off Campus ,,Fall2016,Activity,David Paul  Parisian,30
Field Placement I,90148,EDU,303,4,Undergraduate ,3,,8:00 am - 12:00 pm,R,Off Campus ,Off Campus ,,Fall2016,Activity,David Paul  Parisian,30
Field Placement I,90901,EDU,303,5,Undergraduate ,3,,8:00 am - 12:00 pm,F,Off Campus ,Off Campus ,,Fall2016,Activity,David Paul  Parisian,30
Field Placement I,90149,EDU,303,6,Undergraduate ,3,,11:00 am - 3:00 pm,M,Off Campus ,Sheldon Hall ,332,Fall2016,Activity,David Paul  Parisian,30
Culturally Relevant Teaching,90151,EDU,380,7,Undergraduate ,3,,3:00 pm - 4:25 pm,MW,Sheldon Hall 332,Sheldon Hall ,336,Fall2016,Lecture,Alfred   Frederick,30
Culturally Relevant Teaching,90150,EDU,380,1,Undergraduate ,3,,11:10 am - 12:30 pm,MW,Sheldon Hall 336,Sonata ,105,Fall2016,Lecture,Alfred   Frederick,30
Culturally Relevant Teaching,91818,EDU,380,2,Undergraduate ,3,,4:30 pm - 7:30 pm,W,Sonata 105,Sheldon Hall ,336,Fall2016,Lecture,Anne   Fairbrother,30
Culturally Relevant Teaching,90152,EDU,380,3,Undergraduate ,3,,12:45 pm - 2:05 pm,MW,Sheldon Hall 336,Sheldon Hall ,336,Fall2016,Lecture,Alfred   Frederick,30
Culturally Relevant Teaching,90755,EDU,380,4,Undergraduate ,3,,9:35 am - 10:55 am,MW,Sheldon Hall 336,Sheldon Hall ,326,Fall2016,Lecture,Alfred   Frederick,30
Teach Eng Lang Learn,91610,EDU,383,5,Undergraduate ,3,,4:30 pm - 7:30 pm,T,Sheldon Hall 326,Off Campus ,,Fall2016,Lecture,Anne   Fairbrother,30
Professionalism&Social Justice,90153,EDU,430,6,Undergraduate ,3,,TBA,TBA,Off Campus ,,"100% web, no face to face ",Fall2016,Recitation or Discussion,David Paul  Parisian,30
Critical Pedagogy,92086,EDU,500,7,Graduate ,3,,TBA,TBA,"100% web, no face to face ",Sonata ,118,Fall2016,Distance Learning,Tania   Ramalho,30
Tech for Professional Developm,92097,EDU,506,1,Graduate ,3,,4:30 pm - 7:30 pm,W,Sonata 118,,"100% web, no face to face ",Fall2016,Recitation or Discussion,Harrison   Yang,30
Educational Assessment,92070,EDU,510,2,Graduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2016,Distance Learning,Jean E  Hallagan,30
Cont Pro Develop thro Research,92073,EDU,516,3,Graduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2016,Distance Learning,Dolores   Grayson,30
Curriculum Development,92084,EDU,555,4,Graduate ,3,,TBA,TBA,"100% web, no face to face ",Sheldon Hall ,326,Fall2016,Distance Learning,Tania   Ramalho,30
TeachENG Lang Learn Across Cur,91774,EDU,583,5,Graduate ,3,,4:30 pm - 7:30 pm,T,Sheldon Hall 326,Sonata ,303,Fall2016,Lecture,Anne   Fairbrother,30
TeachENG Lang Learn Across Cur,93309,EDU,583,6,Graduate ,3,,4:30 pm - 7:30 pm,R,Sonata 303,Marano Campus Center ,142,Fall2016,Lecture,Anne   Fairbrother,30
Composition I,91121,ENG,101,7,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Marano Campus Center 142,Park Hall ,304,Fall2016,Lecture,Steven M  Smith,30
Composition I,92339,ENG,101,1,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Park Hall 304,Marano Campus Center ,208,Fall2016,Lecture,Jessie Rose  Moore,30
Composition I,93267,ENG,101,2,Undergraduate ,3,,3:00 pm - 3:55 pm,MWF,Marano Campus Center 208,Marano Campus Center ,210,Fall2016,Lecture,Matthew K  Grzecki,30
Composition I,90157,ENG,101,3,Undergraduate ,3,,8:00 am - 9:20 am,TR,Marano Campus Center 210,Park Hall ,211,Fall2016,Lecture,Melissa Ruth  Webb,30
Composition I,90158,ENG,101,4,Undergraduate ,3,,9:35 am - 10:55 am,TR,Park Hall 211,Park Hall ,211,Fall2016,Lecture,Anthony J  Caputa,30
Composition I,90161,ENG,101,5,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Park Hall 211,Mahar Hall ,118,Fall2016,Lecture,Anthony J  Caputa,30
Composition I,90159,ENG,101,6,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Mahar Hall 118,Marano Campus Center ,208,Fall2016,Lecture,Devon   Moore,30
Composition I-International,91832,ENG,101,7,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Marano Campus Center 208,Mahar Hall ,104,Fall2016,Lecture,Gurdeep   Skolnik,30
